"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"59;""Lucas Tousart"";""Hertha Berlin"";33;2952;5;2;3.38;2.4;0.1;0.07;0.18;0.18;0.2;0.07",
"60;""Janik Haberer"";""Union Berlin"";32;2275;5;1;2.45;2.1;0.1;0.08;0.18;0.18;0.32;0.18",
"61;""Aarón Martín"";""Mainz 05"";28;1830;5;3;2.18;2.63;0.11;0.13;0.24;0.2;0.31;0.19",
"62;""Arne Maier"";""Augsburg"";30;2000;5;1;1.91;1.58;0.09;0.07;0.16;0.16;0.24;0.12",
"63;""Simon Terodde"";""Schalke 04"";32;1839;5;0;7.26;2.74;0.36;0.13;0.49;0.45;0.48;0.07",
"64;""Chris Führich"";""VfB Stuttgart"";33;1908;5;2;3.4;4.35;0.16;0.2;0.37;0.33;0.43;0.22",
"65;""Lucas Höler"";""Freiburg"";26;1502;5;2;3.6;1.64;0.22;0.1;0.31;0.31;0.23;0.09",
"66;""Bote Baku"";""Wolfsburg"";33;2583;5;3;3.22;3.31;0.11;0.12;0.23;0.23;0.56;0.38",
"67;""Kevin Stöger"";""Bochum"";32;2628;5;3;4;5.31;0.14;0.18;0.32;0.24;0.36;0.23",
"68;""Amine Adli"";""Bayer Leverkusen"";26;1446;5;3;5.58;1.56;0.35;0.1;0.44;0.44;0.58;0.26",
"69;""Omar Marmoush"";""Wolfsburg"";33;1463;5;1;5.4;1.22;0.33;0.08;0.41;0.41;0.51;0.15",
"70;""Ritsu Doan"";""Freiburg"";33;2465;5;4;7.1;4.07;0.26;0.15;0.41;0.41;0.42;0.11",
"71;""Silas Wamangituka"";""VfB Stuttgart"";30;2020;5;2;6.18;1.91;0.28;0.08;0.36;0.33;0.51;0.2",
"72;""Wataru Endo"";""VfB Stuttgart"";33;2929;5;4;5.16;4.44;0.16;0.14;0.3;0.3;0.37;0.24",
"73;""Mathys Tel"";""Bayern Munich"";22;356;5;0;3.45;0.64;0.87;0.16;1.03;1.03;1.29;0.29",
"74;""Dejan Ljubicic"";""FC Cologne"";27;1728;5;1;3.08;1.99;0.16;0.1;0.26;0.22;0.42;0.22",
"75;""Danilho Doekhi"";""Union Berlin"";25;2223;5;1;1.75;0.42;0.07;0.02;0.09;0.09;0.17;0.16",
"76;""Adam Hlozek"";""Bayer Leverkusen"";29;1291;5;3;2.67;2.63;0.19;0.18;0.37;0.37;0.53;0.23",
"77;""Nadiem Amiri"";""Bayer Leverkusen"";25;951;4;1;2.12;1;0.2;0.09;0.3;0.22;0.41;0.29",
"78;""Sebastian Rode"";""Eintracht Frankfurt"";27;1440;4;1;0.78;0.78;0.05;0.05;0.1;0.1;0.46;0.39",
"79;""Gian-Luca Waldschmidt"";""Wolfsburg"";18;493;4;0;2.38;0.04;0.44;0.01;0.44;0.3;0.36;0.24",
"80;""Suat Serdar"";""Hertha Berlin"";32;2048;4;2;2.56;1.61;0.11;0.07;0.18;0.18;0.21;0.09",
"81;""Matthias Ginter"";""Freiburg"";34;3060;4;1;2.43;0.71;0.07;0.02;0.09;0.09;0.14;0.12",
"82;""Stevan Jovetic"";""Hertha Berlin"";17;868;4;2;1.97;0.85;0.2;0.09;0.29;0.29;0.35;0.11",
"83;""Djibril Sow"";""Eintracht Frankfurt"";32;2664;4;0;1.94;1.11;0.07;0.04;0.1;0.1;0.48;0.4",
"84;""Sardar Azmoun"";""Bayer Leverkusen"";23;898;4;1;4.2;2.98;0.42;0.3;0.72;0.72;0.72;0.08",
"85;""Benjamin Pavard"";""Bayern Munich"";30;2433;4;1;2.25;2.94;0.08;0.11;0.19;0.19;0.77;0.73",
"86;""Raphael Guerreiro"";""Borussia Dortmund"";27;2309;4;12;2.93;7.81;0.11;0.3;0.42;0.42;0.68;0.5",
"87;""Jordan Siebatcheu"";""Union Berlin"";31;1336;4;4;4.37;1.3;0.29;0.09;0.38;0.28;0.35;0.1",
"88;""Willi Orban"";""RasenBallsport Leipzig"";33;2955;4;0;3.09;0.37;0.09;0.01;0.11;0.11;0.35;0.34",
"89;""Kerem Demirbay"";""Bayer Leverkusen"";25;1549;4;3;2.49;2.87;0.14;0.17;0.31;0.31;0.52;0.33",
"90;""André Silva"";""RasenBallsport Leipzig"";31;1750;4;3;10.77;3.75;0.55;0.19;0.75;0.75;0.79;0.18",
"91;""Lukas Nmecha"";""Wolfsburg"";16;893;4;0;3.55;0.45;0.36;0.05;0.4;0.4;0.47;0.08",
"92;""Mattias Svanberg"";""Wolfsburg"";32;1844;4;6;4.01;4.82;0.2;0.24;0.43;0.43;0.48;0.24",
"93;""Leandro Barreiro Martins"";""Mainz 05"";31;2161;4;3;4.26;2.53;0.18;0.11;0.28;0.28;0.37;0.18",
"94;""Nico Schlotterbeck"";""Borussia Dortmund"";28;2256;4;5;2.22;2.33;0.09;0.09;0.18;0.18;0.47;0.42",
"95;""Dominick Drexler"";""Schalke 04"";27;1370;4;3;2.66;2.62;0.17;0.17;0.35;0.35;0.5;0.2",
"96;""Exequiel Palacios"";""Bayer Leverkusen"";25;1665;4;2;2.8;1.51;0.15;0.08;0.23;0.11;0.56;0.51",
"97;""Jessic Ngankam"";""Hertha Berlin"";18;819;4;1;4.39;0.92;0.48;0.1;0.58;0.5;0.51;0.08",
"98;""Tanguy Coulibaly"";""VfB Stuttgart"";14;296;4;0;1.69;0.99;0.51;0.3;0.81;0.58;0.63;0.17",
"99;""Erhan Masovic"";""Bochum"";29;2165;4;0;2.77;0.77;0.12;0.03;0.15;0.15;0.15;0.11",
"100;""Patrick Wimmer"";""Wolfsburg"";26;1709;4;8;4.01;5.65;0.21;0.3;0.51;0.51;0.57;0.13",
"101;""Jakub Kaminski"";""Wolfsburg"";31;2102;4;2;5.84;3.69;0.25;0.16;0.41;0.41;0.66;0.33",
"102;""Denis Huseinbasic"";""FC Cologne"";24;754;4;1;3.15;0.36;0.38;0.04;0.42;0.42;0.48;0.09",
"103;""Simon Zoller"";""Bochum"";27;1481;3;2;4.25;0.89;0.26;0.05;0.31;0.31;0.35;0.06",
"104;""Nico Elvedi"";""Borussia M.Gladbach"";32;2831;3;0;2.21;0.28;0.07;0.01;0.08;0.08;0.35;0.35",
"105;""Leonardo Bittencourt"";""Werder Bremen"";25;1672;3;2;1.26;1.83;0.07;0.1;0.17;0.17;0.34;0.19",
"106;""Dominik Kohr"";""Mainz 05"";30;2292;3;0;2.48;1.03;0.1;0.04;0.14;0.14;0.29;0.18",
"107;""Leon Goretzka"";""Bayern Munich"";27;1754;3;2;4.88;2.91;0.25;0.15;0.4;0.4;0.97;0.74",
"108;""Mario Götze"";""Eintracht Frankfurt"";32;2766;3;1;3.32;4.62;0.11;0.15;0.26;0.26;0.66;0.49",
"109;""Patrik Schick"";""Bayer Leverkusen"";14;936;3;1;5.55;0.43;0.53;0.04;0.58;0.58;0.79;0.26",
"110;""Niklas Schmidt"";""Werder Bremen"";24;1068;3;0;1.77;0.99;0.15;0.08;0.23;0.23;0.36;0.16",
"111;""Takuma Asano"";""Bochum"";25;1742;3;2;6.08;2.32;0.31;0.12;0.43;0.43;0.45;0.1",
"112;""Konrad Laimer"";""RasenBallsport Leipzig"";21;1482;3;0;3.23;2.09;0.2;0.13;0.32;0.32;0.54;0.24",
"113;""Timo Hübers"";""FC Cologne"";29;2555;3;0;1.79;0.11;0.06;0;0.07;0.07;0.26;0.26",
"114;""Linton Maina"";""FC Cologne"";33;2303;3;7;4.72;7.57;0.18;0.3;0.48;0.48;0.48;0.11",
"115;""Eric Junior Dina Ebimbe"";""Eintracht Frankfurt"";19;1053;3;1;3.28;1.62;0.28;0.14;0.42;0.42;0.67;0.33",
"116;""Christopher Antwi-Adjei"";""Bochum"";29;2000;3;6;2.1;4.17;0.09;0.19;0.28;0.28;0.42;0.2",
"117;""Sven Michel"";""Union Berlin"";21;444;3;1;1.48;0.45;0.3;0.09;0.39;0.24;0.28;0.05",
"118;""Ruben Vargas"";""Augsburg"";23;1146;3;4;0.9;2.12;0.07;0.17;0.24;0.24;0.23;0.06",
"119;""Robert Skov"";""Hoffenheim"";23;1368;3;2;3.25;2.06;0.21;0.14;0.35;0.25;0.32;0.16",
"120;""Matthijs de Ligt"";""Bayern Munich"";31;2407;3;1;1.31;0.77;0.05;0.03;0.08;0.08;0.64;0.63",
"121;""Mitchel Bakker"";""Bayer Leverkusen"";28;1656;3;2;1.55;1.96;0.08;0.11;0.19;0.19;0.42;0.29",
"122;""Philipp Förster"";""Bochum"";25;1306;3;7;1.37;4.02;0.09;0.28;0.37;0.37;0.39;0.26",
"123;""Felix Nmecha"";""Wolfsburg"";30;1824;3;5;3.17;3.01;0.16;0.15;0.31;0.31;0.44;0.27",
"124;""Tiago Tomás"";""VfB Stuttgart"";27;1297;3;3;2.48;3.78;0.17;0.26;0.43;0.43;0.48;0.12",
"125;""Jamie Bynoe-Gittens"";""Borussia Dortmund"";15;514;3;1;2.58;0.6;0.45;0.1;0.56;0.56;0.83;0.31",
"126;""Jens Stage"";""Werder Bremen"";32;1871;3;3;2.62;1.72;0.13;0.08;0.21;0.21;0.32;0.18",
"127;""Aurélio Buta"";""Eintracht Frankfurt"";18;1339;3;2;0.79;3.2;0.05;0.21;0.27;0.27;0.44;0.22",
"128;""Dion Beljo"";""Augsburg"";18;1164;3;2;1.47;2.15;0.11;0.17;0.28;0.28;0.35;0.07",
"129;""Mitchell Weiser"";""Werder Bremen"";30;2532;2;9;3.32;7.11;0.12;0.25;0.37;0.37;0.53;0.27",
"130;""Niklas Süle"";""Borussia Dortmund"";29;2114;2;3;2.63;2.37;0.11;0.1;0.21;0.21;0.62;0.54",
"131;""Anthony Modeste"";""Borussia Dortmund"";19;794;2;1;3.45;0.88;0.39;0.1;0.49;0.49;0.47;0.09",
"132;""Robin Knoche"";""Union Berlin"";32;2877;2;3;1.8;1.14;0.06;0.04;0.09;0.04;0.12;0.11",
"133;""Kevin Kampl"";""RasenBallsport Leipzig"";30;1366;2;2;0.73;1.13;0.05;0.07;0.12;0.12;0.52;0.43",
"134;""André Hahn"";""Augsburg"";7;382;2;0;0.3;0.07;0.07;0.02;0.09;0.09;0.19;0.12",
"135;""Benjamin Henrichs"";""RasenBallsport Leipzig"";30;2184;2;2;1.45;1.61;0.06;0.07;0.13;0.13;0.5;0.43",
"136;""Emre Can"";""Borussia Dortmund"";27;1890;2;1;1.59;1.49;0.08;0.07;0.15;0.11;0.63;0.56",
"137;""Silvan Widmer"";""Mainz 05"";26;1680;2;2;2.74;2.03;0.15;0.11;0.26;0.26;0.44;0.23",
"138;""Alassane Pléa"";""Borussia M.Gladbach"";29;1783;2;9;4.4;4.71;0.22;0.24;0.46;0.38;0.65;0.33",
"139;""Aissa Laidouni"";""Union Berlin"";14;891;2;0;0.69;0.49;0.07;0.05;0.12;0.12;0.23;0.12",
"140;""Santos Borré"";""Eintracht Frankfurt"";32;1030;2;2;4.61;2.3;0.4;0.2;0.6;0.54;0.7;0.4",
"141;""Anthony Jung"";""Werder Bremen"";34;2670;2;5;1.53;1.66;0.05;0.06;0.11;0.11;0.28;0.19",
"142;""Yussuf Poulsen"";""RasenBallsport Leipzig"";19;376;2;1;1.99;1.67;0.48;0.4;0.88;0.88;0.94;0.47",
"143;""Rani Khedira"";""Union Berlin"";33;2895;2;0;1.66;0.4;0.05;0.01;0.06;0.06;0.22;0.18",
"144;""Oliver Burke"";""Werder Bremen"";15;236;2;0;1.33;0.34;0.51;0.13;0.64;0.64;0.76;0.22",
"145;""Lukas Kübler"";""Freiburg"";22;1648;2;1;1.1;0.13;0.06;0.01;0.07;0.07;0.15;0.12",
"146;""Marcin Kaminski"";""Schalke 04"";8;631;2;0;0.3;0.08;0.04;0.01;0.05;0.05;0.34;0.33",
"147;""Wilfried Kanga"";""Hertha Berlin"";23;1422;2;0;4.19;1.92;0.26;0.12;0.39;0.39;0.48;0.12",
"148;""Anthony Caci"";""Mainz 05"";31;2052;2;1;0.48;2.85;0.02;0.12;0.15;0.15;0.27;0.15",
"149;""Joshua Vagnoman"";""VfB Stuttgart"";23;1471;2;2;3.66;1.28;0.22;0.08;0.3;0.3;0.35;0.24",
"150;""Konstantinos Mavropanos"";""VfB Stuttgart"";28;2287;2;1;3.65;1.35;0.14;0.05;0.2;0.2;0.32;0.24",
"151;""Georginio Rutter"";""Hoffenheim"";15;1023;2;2;3.22;1.47;0.28;0.13;0.41;0.41;0.48;0.08",
"152;""Borna Sosa"";""VfB Stuttgart"";25;1959;2;7;1.04;5.82;0.05;0.27;0.32;0.32;0.46;0.33",
"153;""Fredrik Jensen"";""Augsburg"";20;919;2;1;1.91;0.98;0.19;0.1;0.28;0.28;0.27;0.13",
"154;""Amos Pieper"";""Werder Bremen"";29;1954;2;1;0.65;0.26;0.03;0.01;0.04;0.04;0.18;0.17",
"155;""Ozan Kabak"";""Hoffenheim"";30;2398;2;2;1.27;1.44;0.05;0.05;0.1;0.1;0.26;0.18",
"156;""Keven Schlotterbeck"";""Bochum","Freiburg"";15;730;2;0;1.38;0.5;0.17;0.06;0.23;0.23;0.11;0.02"
"157;""Amadou Haidara"";""RasenBallsport Leipzig"";31;1418;2;1;2.71;1.32;0.17;0.08;0.26;0.26;0.45;0.32",
"158;""Tuta"";""Eintracht Frankfurt"";31;2717;2;1;2.13;0.77;0.07;0.03;0.1;0.1;0.36;0.31",
"159;""Robert Andrich"";""Bayer Leverkusen"";29;2414;2;2;1.5;1.13;0.06;0.04;0.1;0.1;0.31;0.26",
"160;""Sebastian Polter"";""Schalke 04"";19;585;2;3;2.18;1.18;0.34;0.18;0.52;0.52;0.62;0.17",
"161;""Tom Krauß"";""Schalke 04"";32;2562;2;0;2.02;0.97;0.07;0.03;0.1;0.1;0.22;0.15",
"162;""Jan Thielmann"";""FC Cologne"";23;826;2;2;1.51;1.46;0.16;0.16;0.32;0.32;0.49;0.19",
"163;""Dani Olmo"";""RasenBallsport Leipzig"";23;1294;2;5;2.69;5.53;0.19;0.38;0.57;0.57;0.66;0.26",
"164;""Naouirou Ahamada"";""VfB Stuttgart"";17;1426;2;2;0.61;1.11;0.04;0.07;0.11;0.11;0.35;0.28",
"165;""Anthony Losilla"";""Bochum"";31;2734;2;2;2.48;2.01;0.08;0.07;0.15;0.15;0.18;0.11",
"166;""Daniel-Kofi Kyereh"";""Freiburg"";12;564;2;0;2.88;0.18;0.46;0.03;0.49;0.49;0.69;0.24",
"167;""Nelson Weiper"";""Mainz 05"";9;74;2;0;1.68;0.05;2.04;0.06;2.1;2.1;1.32;0",
"168;""Josip Juranovic"";""Union Berlin"";12;921;2;1;1.15;1.08;0.11;0.11;0.22;0.14;0.17;0.11",
"169;""Moritz Broschinski"";""Bochum"";11;184;2;0;1.27;0.01;0.62;0.01;0.63;0.63;0.38;0.09",
"170;""Pavel Kaderábek"";""Hoffenheim"";26;1651;1;1;1.54;1.46;0.08;0.08;0.16;0.16;0.31;0.18",
"171;""Kenan Karaman"";""Schalke 04"";21;961;1;2;2.31;1.22;0.22;0.11;0.33;0.33;0.32;0.06",
"172;""Waldemar Anton"";""VfB Stuttgart"";34;2950;1;2;1.53;2.13;0.05;0.06;0.11;0.11;0.32;0.25",
"173;""Maximilian Eggestein"";""Freiburg"";31;2457;1;2;0.64;1.61;0.02;0.06;0.08;0.08;0.26;0.19",
"174;""Josuha Guilavogui"";""Wolfsburg"";23;1150;1;0;0.3;0.3;0.02;0.02;0.05;0.05;0.32;0.32",
"175;""Daniel Caligiuri"";""Augsburg"";13;261;1;0;0.24;0.28;0.08;0.1;0.18;0.18;0.11;0.02",
"176;""Jonathan Tah"";""Bayer Leverkusen"";33;2493;1;0;1.19;0.62;0.04;0.02;0.07;0.07;0.29;0.28",
"177;""Marvin Friedrich"";""Borussia M.Gladbach"";23;1234;1;0;0.85;0.38;0.06;0.03;0.09;0.09;0.38;0.38",
"178;""Julian Weigl"";""Borussia M.Gladbach"";23;1892;1;0;0.93;0.57;0.04;0.03;0.07;0.04;0.37;0.37",
"179;""Mats Hummels"";""Borussia Dortmund"";30;2026;1;0;1.91;1.34;0.09;0.06;0.14;0.14;0.59;0.53",
"180;""Milos Pantovic"";""Union Berlin"";13;170;1;0;1.4;0;0.74;0;0.74;0.34;0.3;0.08",
"181;""Patrick Herrmann"";""Borussia M.Gladbach"";21;125;1;0;0.27;0.41;0.19;0.3;0.49;0.49;1.13;0.77",
"182;""Charles Aránguiz"";""Bayer Leverkusen"";10;497;1;0;0.23;0.21;0.04;0.04;0.08;0.08;0.46;0.39",
"183;""Roland Sallai"";""Freiburg"";19;996;1;3;3.21;1.43;0.29;0.13;0.42;0.42;0.37;0.06",
"184;""João Cancelo"";""Bayern Munich"";15;1018;1;4;0.74;3.01;0.07;0.27;0.33;0.33;1.02;0.75",
"185;""Philipp Lienhart"";""Freiburg"";29;2500;1;0;1.05;0.12;0.04;0;0.04;0.04;0.21;0.2",
"186;""Paul Seguin"";""Union Berlin"";20;651;1;3;1.03;2.07;0.14;0.29;0.43;0.43;0.61;0.3",
"187;""Milos Veljkovic"";""Werder Bremen"";29;2258;1;1;0.87;0.39;0.03;0.02;0.05;0.05;0.19;0.19",
"188;""Marius Wolf"";""Borussia Dortmund"";25;1565;1;1;1.04;3.35;0.06;0.19;0.25;0.25;0.57;0.4",
"189;""Gil Dias"";""VfB Stuttgart"";7;407;1;0;0.53;0.77;0.12;0.17;0.29;0.29;0.32;0.05",
"190;""Christian Günter"";""Freiburg"";33;2752;1;4;1.79;4.9;0.06;0.16;0.22;0.22;0.31;0.17",
"191;""Maximilian Philipp"";""Werder Bremen","Wolfsburg"";18;544;1;0;1.92;0.21;0.32;0.03;0.35;0.35;0.46;0.14"
"192;""Nils Petersen"";""Freiburg"";27;231;1;0;1.43;0.02;0.56;0.01;0.56;0.56;1.15;0.6",
"193;""Marc-Oliver Kempf"";""Hertha Berlin"";31;2720;1;0;2.35;1.17;0.08;0.04;0.12;0.12;0.09;0.07",
"194;""Grischa Prömel"";""Hoffenheim"";18;1458;1;1;2.33;0.92;0.14;0.06;0.2;0.2;0.3;0.16",
"195;""Marcel Sabitzer"";""Bayern Munich"";15;622;1;1;1.03;0.28;0.15;0.04;0.19;0.19;0.78;0.62",
"196;""Benno Schmitz"";""FC Cologne"";31;2456;1;0;0.41;1.83;0.02;0.07;0.08;0.08;0.28;0.22",
"197;""Marcel Halstenberg"";""RasenBallsport Leipzig"";31;1562;1;1;1.6;2.03;0.09;0.12;0.21;0.21;0.46;0.35",
"198;""Gerrit Holtmann"";""Bochum"";23;923;1;1;1.93;0.98;0.19;0.1;0.28;0.28;0.28;0.05",
"199;""Manuel Gulde"";""Freiburg"";15;643;1;0;0.57;0.17;0.08;0.02;0.1;0.1;0.19;0.19",
"200;""Jacob Bruun Larsen"";""Hoffenheim"";12;311;1;0;1.26;0.29;0.36;0.08;0.45;0.45;0.61;0.19",
"201;""Florent Mollet"";""Schalke 04"";9;399;1;0;0.44;0.49;0.1;0.11;0.21;0.21;0.39;0.21",
"202;""Irvin Cardona"";""Augsburg"";10;292;1;0;2.66;0.09;0.82;0.03;0.85;0.85;0.85;0",
"203;""Dennis Geiger"";""Hoffenheim"";27;2019;1;3;0.17;2.49;0.01;0.11;0.12;0.12;0.32;0.25",
"204;""Lucas Alario"";""Eintracht Frankfurt"";20;290;1;0;1.35;0.06;0.42;0.02;0.44;0.44;0.75;0.33",
"205;""Stanley N&#039;Soki"";""Hoffenheim"";19;1287;1;0;0.53;0.45;0.04;0.03;0.07;0.07;0.41;0.36",
"206;""Paul Jäckel"";""Union Berlin"";16;1204;1;0;0.16;0.03;0.01;0;0.01;0.01;0.11;0.11",
