"number;""player"";""team"";""apps"";""min"";""goals"";""a"";""xG"";""xA"";""xG90"";""xA90"";""xG90xA90"";""NPxG90xA90"";""xGChain90"";""xGBuildup90""",
"89;""Kevin De Bruyne"";""Manchester City"";18;1233;4;10;2.58;11.98;0.19;0.87;1.06;1.06;1.14;0.57",
"90;""Idrissa Gueye"";""Everton"";25;1930;4;0;1.66;1.03;0.08;0.05;0.13;0.13;0.37;0.28",
"91;""Jordan Ayew"";""Crystal Palace"";35;2563;4;7;4.26;4.96;0.15;0.17;0.32;0.32;0.38;0.19",
"92;""Willian"";""Fulham"";31;2080;4;2;5.02;4.15;0.22;0.18;0.4;0.33;0.59;0.4",
"93;""Ivan Toney"";""Brentford"";17;1447;4;2;7.13;2.19;0.44;0.14;0.58;0.58;0.48;0.07",
"94;""Mario Lemina"";""Wolverhampton Wanderers"";35;3002;4;1;4.61;1.79;0.14;0.05;0.19;0.19;0.27;0.18",
"95;""Pablo Sarabia"";""Wolverhampton Wanderers"";30;1763;4;7;5.98;6.07;0.31;0.31;0.62;0.54;0.52;0.18",
"96;""Gabriel Jesus"";""Arsenal"";27;1496;4;5;7.29;4.24;0.44;0.25;0.69;0.69;0.91;0.31",
"97;""Harry Wilson"";""Fulham"";35;1576;4;6;2.82;3.15;0.16;0.18;0.34;0.34;0.43;0.2",
"98;""James Maddison"";""Tottenham"";28;2206;4;9;6.3;7.14;0.26;0.29;0.55;0.55;0.85;0.49",
"99;""Ben White"";""Arsenal"";37;3024;4;4;2.02;4.76;0.06;0.14;0.2;0.2;0.6;0.51",
"100;""Lucas Paquetá"";""West Ham"";31;2676;4;6;4.61;5.83;0.15;0.2;0.35;0.3;0.45;0.24",
"101;""Tahith Chong"";""Luton"";33;1978;4;0;3.52;0.44;0.16;0.02;0.18;0.18;0.27;0.16",
"102;""Josh Brownhill"";""Burnley"";33;2229;4;2;1.83;1.83;0.07;0.07;0.15;0.15;0.26;0.17",
"103;""Josko Gvardiol"";""Manchester City"";28;2335;4;1;3.08;2.12;0.12;0.08;0.2;0.2;0.7;0.58",
"104;""Cameron Archer"";""Aston Villa","Sheffield United"";30;1870;4;1;5.79;2.98;0.28;0.14;0.42;0.42;0.44;0.08"
"105;""João Palhinha"";""Fulham"";33;2742;4;1;3.25;0.85;0.11;0.03;0.13;0.13;0.37;0.31",
"106;""Marcos Senesi"";""Bournemouth"";31;2253;4;5;2.37;1.88;0.09;0.08;0.17;0.17;0.35;0.31",
"107;""David Datro Fofana"";""Burnley"";15;876;4;1;4.03;1.49;0.41;0.15;0.57;0.57;0.49;0.04",
"108;""Chiedozie Ogbene"";""Luton"";30;1984;4;1;4.81;3.47;0.22;0.16;0.38;0.38;0.46;0.17",
"109;""Gustavo Hamer"";""Sheffield United"";36;2986;4;6;2.41;6.99;0.07;0.21;0.28;0.28;0.3;0.13",
"110;""Jack Grealish"";""Manchester City"";20;975;3;1;2.38;2.77;0.22;0.26;0.48;0.48;1.07;0.69",
"111;""Andreas Pereira"";""Fulham"";37;2756;3;7;5.16;6.92;0.17;0.23;0.39;0.39;0.51;0.25",
"112;""Kurt Zouma"";""West Ham"";33;2849;3;0;2.34;0.18;0.07;0.01;0.08;0.08;0.12;0.12",
"113;""Andrew Robertson"";""Liverpool"";23;1684;3;2;2.43;6.66;0.13;0.36;0.49;0.49;0.85;0.55",
"114;""Trent Alexander-Arnold"";""Liverpool"";28;2190;3;4;2.75;8.36;0.11;0.34;0.46;0.46;0.8;0.6",
"115;""Thiago Silva"";""Chelsea"";31;2530;3;1;0.79;1.4;0.03;0.05;0.08;0.08;0.51;0.5",
"116;""Christopher Nkunku"";""Chelsea"";11;416;3;0;2.41;0.23;0.52;0.05;0.57;0.57;1.05;0.59",
"117;""Gabriel"";""Arsenal"";36;3050;3;0;4.03;0.87;0.12;0.03;0.14;0.14;0.39;0.36",
"118;""Lewis Dunk"";""Brighton"";33;2895;3;1;2.96;1.17;0.09;0.04;0.13;0.13;0.42;0.42",
"119;""Solly March"";""Brighton"";7;571;3;1;2.72;0.99;0.43;0.16;0.58;0.58;0.77;0.38",
"120;""Jacob Murphy"";""Newcastle United"";21;1216;3;7;2.9;5.23;0.21;0.39;0.6;0.6;0.85;0.37",
"121;""Dwight McNeil"";""Everton"";35;2914;3;6;3.64;10.33;0.11;0.32;0.43;0.43;0.45;0.17",
"122;""Pedro Porro"";""Tottenham"";35;3101;3;7;2.84;7.29;0.08;0.21;0.29;0.29;0.59;0.46",
"123;""Mathias Jensen"";""Brentford"";32;2294;3;3;0.69;4.91;0.03;0.19;0.22;0.22;0.44;0.37",
"124;""Miguel Almirón"";""Newcastle United"";33;1967;3;1;5.13;3.08;0.23;0.14;0.38;0.38;0.56;0.26",
"125;""Harvey Elliott"";""Liverpool"";34;1268;3;6;2.58;4.26;0.18;0.3;0.49;0.49;1;0.68",
"126;""Jarrad Branthwaite"";""Everton"";35;3122;3;0;1.91;0.93;0.06;0.03;0.08;0.08;0.18;0.18",
"127;""Jack Harrison"";""Everton"";29;2229;3;3;4.15;4.35;0.17;0.18;0.34;0.34;0.34;0.1",
"128;""Dara O&#039;Shea"";""Burnley"";33;2899;3;4;0.91;1.64;0.03;0.05;0.08;0.08;0.15;0.14",
"129;""Jéremy Doku"";""Manchester City"";29;1616;3;8;3.77;5.48;0.21;0.3;0.51;0.51;0.81;0.43",
"130;""Pape Sarr"";""Tottenham"";34;2141;3;3;3.84;2.03;0.16;0.09;0.25;0.25;0.68;0.47",
"131;""Jayden Bogle"";""Sheffield United"";34;2817;3;0;2.6;0.73;0.08;0.02;0.11;0.11;0.17;0.08",
"132;""Dominik Szoboszlai"";""Liverpool"";33;2135;3;2;3.52;5.66;0.15;0.24;0.39;0.39;0.89;0.67",
"133;""Beto"";""Everton"";30;898;3;0;7.17;1.19;0.72;0.12;0.84;0.76;0.74;0.1",
"134;""Micky van de Ven"";""Tottenham"";27;2345;3;0;0.97;0.04;0.04;0;0.04;0.04;0.41;0.4",
"135;""James McAtee"";""Manchester City","Sheffield United"";31;1848;3;3;3.2;3.07;0.16;0.15;0.31;0.27;0.36;0.14"
"136;""Marcus Tavernier"";""Bournemouth"";30;2163;3;4;4.39;6.26;0.18;0.26;0.44;0.44;0.62;0.3",
"137;""Kaoru Mitoma"";""Brighton"";19;1482;3;4;4.68;3.39;0.28;0.21;0.49;0.49;0.85;0.5",
"138;""Keane Lewis-Potter"";""Brentford"";30;1432;3;1;8.58;1.61;0.54;0.1;0.64;0.64;0.59;0.08",
"139;""Wilson Odobert"";""Burnley"";29;2150;3;2;2.54;4.43;0.11;0.19;0.29;0.29;0.42;0.18",
"140;""Kobbie Mainoo"";""Manchester United"";24;1980;3;1;0.77;0.85;0.04;0.04;0.07;0.07;0.23;0.18",
"141;""Jack Hinshelwood"";""Brighton"";12;890;3;0;2.16;0.84;0.22;0.08;0.3;0.3;0.49;0.27",
"142;""Enzo Fernández"";""Chelsea"";28;2237;3;2;6.15;3.56;0.25;0.14;0.39;0.33;0.74;0.51",
"143;""Facundo Buonanotte"";""Brighton"";27;1408;3;1;2.97;2.3;0.19;0.15;0.34;0.34;0.44;0.21",
"144;""Morgan Rogers"";""Aston Villa"";11;652;3;1;1.09;0.9;0.15;0.12;0.27;0.27;0.51;0.31",
"145;""Timo Werner"";""Tottenham"";13;827;2;3;4.21;3.48;0.46;0.38;0.84;0.84;1.14;0.41",
"146;""Joelinton"";""Newcastle United"";20;1289;2;1;2.56;2.96;0.18;0.21;0.39;0.39;0.72;0.44",
"147;""Nathan Aké"";""Manchester City"";29;2046;2;2;2.18;1.74;0.1;0.08;0.17;0.17;0.58;0.53",
"148;""Jeffrey Schlupp"";""Crystal Palace"";29;1370;2;2;1.88;2.17;0.12;0.14;0.27;0.27;0.44;0.19",
"149;""Virgil van Dijk"";""Liverpool"";36;3177;2;2;3.3;1.86;0.09;0.05;0.15;0.15;0.51;0.5",
"150;""Jay Rodriguez"";""Burnley"";21;781;2;1;4.62;0.17;0.53;0.02;0.55;0.46;0.46;0.1",
"151;""Adama Traoré"";""Fulham"";17;310;2;3;1.49;0.7;0.43;0.2;0.64;0.64;0.53;0.06",
"152;""Josh Cullen"";""Burnley"";25;2072;2;3;0.53;1.93;0.02;0.08;0.11;0.11;0.39;0.33",
"153;""Ben Mee"";""Brentford"";16;1290;2;0;1.46;0.25;0.1;0.02;0.12;0.12;0.13;0.1",
"154;""Harry Maguire"";""Manchester United"";22;1645;2;2;2.14;1.31;0.12;0.07;0.19;0.19;0.3;0.24",
"155;""Álex Moreno"";""Aston Villa"";21;1033;2;0;1.44;1.16;0.13;0.1;0.23;0.23;0.6;0.4",
"156;""Estupiñán"";""Brighton"";19;1239;2;3;1.03;3.29;0.08;0.24;0.31;0.31;0.59;0.43",
"157;""Tosin Adarabioyo"";""Fulham"";20;1618;2;0;0.95;0.14;0.05;0.01;0.06;0.06;0.3;0.3",
"158;""Giovani Lo Celso"";""Tottenham"";22;466;2;2;0.5;1.6;0.1;0.31;0.41;0.41;0.67;0.53",
"159;""Youri Tielemans"";""Aston Villa"";32;1580;2;6;1;3.05;0.06;0.17;0.23;0.23;0.61;0.46",
"160;""Philip Billing"";""Bournemouth"";29;1359;2;2;2.87;3.72;0.19;0.25;0.44;0.44;0.48;0.19",
"161;""Enes Ünal"";""Bournemouth"";16;283;2;2;4.02;1.21;1.28;0.38;1.66;1.66;1.16;0.23",
"162;""Pau Torres"";""Aston Villa"";29;2467;2;0;1.53;0.62;0.06;0.02;0.08;0.08;0.44;0.43",
"163;""Joachim Andersen"";""Crystal Palace"";38;3420;2;3;2.44;2.89;0.06;0.08;0.14;0.14;0.27;0.25",
"164;""Pedro Neto"";""Wolverhampton Wanderers"";20;1524;2;9;3.29;5.22;0.19;0.31;0.5;0.5;0.51;0.13",
"165;""Manuel Akanji"";""Manchester City"";30;2517;2;0;2.2;0.53;0.08;0.02;0.1;0.1;0.6;0.57",
"166;""Rayan Ait Nouri"";""Wolverhampton Wanderers"";33;2391;2;1;3.24;2.35;0.12;0.09;0.21;0.21;0.4;0.26",
"167;""Nicolo Zaniolo"";""Aston Villa"";25;820;2;0;3.7;0.64;0.41;0.07;0.48;0.48;0.58;0.19",
"168;""Willy Boly"";""Nottingham Forest"";20;1461;2;1;1.47;1.38;0.09;0.08;0.18;0.18;0.25;0.19",
"169;""Axel Disasi"";""Chelsea"";31;2586;2;0;2.68;0.2;0.09;0.01;0.1;0.1;0.51;0.49",
"170;""William Saliba"";""Arsenal"";38;3420;2;1;2.37;0.25;0.06;0.01;0.07;0.07;0.44;0.43",
"171;""Christian Nørgaard"";""Brentford"";31;2556;2;1;3.17;2.97;0.11;0.1;0.22;0.22;0.32;0.22",
"172;""Diogo Dalot"";""Manchester United"";36;3171;2;3;1.33;3.09;0.04;0.09;0.13;0.13;0.31;0.24",
"173;""Max Kilman"";""Wolverhampton Wanderers"";38;3420;2;0;2.6;1.14;0.07;0.03;0.1;0.1;0.25;0.23",
"174;""Dan Burn"";""Newcastle United"";33;2763;2;2;4.11;1.9;0.13;0.06;0.2;0.2;0.5;0.43",
"175;""Carlos Vinicius"";""Fulham"";13;286;2;0;1.62;0.58;0.51;0.18;0.69;0.69;1;0.34",
"176;""Jean-Ricner Bellegarde"";""Wolverhampton Wanderers"";22;938;2;1;1.36;0.96;0.13;0.09;0.22;0.22;0.3;0.15",
"177;""Takehiro Tomiyasu"";""Arsenal"";22;1106;2;1;1.62;0.59;0.13;0.05;0.18;0.18;0.31;0.28",
"178;""Anssumane Fati"";""Brighton"";19;456;2;0;3.82;0.66;0.75;0.13;0.88;0.88;1.1;0.32",
"179;""Tyrick Mitchell"";""Crystal Palace"";37;3221;2;3;2.21;3.64;0.06;0.1;0.16;0.16;0.36;0.25",
"180;""Nicolás Domínguez"";""Nottingham Forest"";26;1543;2;2;1.7;0.91;0.1;0.05;0.15;0.15;0.36;0.22",
"181;""Sven Botman"";""Newcastle United"";17;1383;2;2;0.98;1.14;0.06;0.07;0.14;0.14;0.36;0.36",
"182;""Sasa Kalajdzic"";""Wolverhampton Wanderers"";11;132;2;0;1.35;1.08;0.92;0.74;1.66;1.66;1.75;0.11",
"183;""Iyenoma Destiny Udogie"";""Tottenham"";28;2437;2;3;2.81;2.55;0.1;0.09;0.2;0.2;0.55;0.4",
"184;""Matthew Cash"";""Aston Villa"";29;2142;2;2;4.49;2.97;0.19;0.12;0.31;0.31;0.6;0.37",
"185;""Kevin Schade"";""Brentford"";11;299;2;1;1.4;0.95;0.42;0.28;0.71;0.71;0.64;0.06",
"186;""Amadou Onana"";""Everton"";30;2093;2;0;2.55;2.41;0.11;0.1;0.21;0.21;0.46;0.39",
"187;""Kristoffer Ajer"";""Brentford"";28;1845;2;1;1.47;2.6;0.07;0.13;0.2;0.2;0.28;0.18",
"188;""Ethan Pinnock"";""Brentford"";29;2521;2;0;3.38;0.58;0.12;0.02;0.14;0.14;0.2;0.16",
"189;""Jarell Quansah"";""Liverpool"";17;1182;2;0;1.43;0.08;0.11;0.01;0.11;0.11;0.55;0.54",
"190;""Vitalii Mykolenko"";""Everton"";28;2482;2;0;1.91;1.25;0.07;0.05;0.11;0.11;0.26;0.2",
"191;""Anel Ahmedhodzic"";""Sheffield United"";31;2646;2;0;3.46;0.95;0.12;0.03;0.15;0.15;0.2;0.1",
"192;""Rico Lewis"";""Manchester City"";16;802;2;0;0.86;1.76;0.1;0.2;0.29;0.29;0.74;0.55",
"193;""Luis Sinisterra"";""Bournemouth"";20;670;2;2;2.3;2.32;0.31;0.31;0.62;0.62;0.65;0.33",
"194;""Danilo"";""Nottingham Forest"";29;1799;2;2;1.67;1.53;0.08;0.08;0.16;0.16;0.51;0.4",
"195;""João Gomes"";""Wolverhampton Wanderers"";34;2690;2;1;1.86;1.33;0.06;0.04;0.11;0.11;0.21;0.16",
"196;""Jacob Brown"";""Luton"";19;1031;2;0;3.08;0.84;0.27;0.07;0.34;0.34;0.34;0.04",
"197;""Luke Berry"";""Luton"";17;272;2;1;1.13;0.06;0.38;0.02;0.4;0.4;0.27;0.08",
"198;""Alfie Doughty"";""Luton"";37;2980;2;8;1.83;6.61;0.06;0.2;0.26;0.26;0.33;0.24",
"199;""Gabriel Osho"";""Luton"";21;1853;2;0;1.25;0.1;0.06;0;0.07;0.07;0.14;0.14",
"200;""Matt Ritchie"";""Newcastle United"";13;97;1;0;1.53;0;1.42;0;1.42;1.42;2.2;0.8",
"201;""Anthony Martial"";""Manchester United"";13;430;1;0;1.06;0.28;0.22;0.06;0.28;0.28;0.36;0.09",
"202;""John Stones"";""Manchester City"";16;1060;1;0;0.75;0.26;0.06;0.02;0.09;0.09;0.57;0.55",
"203;""Christian Eriksen"";""Manchester United"";22;1130;1;2;0.69;2.35;0.05;0.19;0.24;0.24;0.42;0.28",
"204;""Kieran Trippier"";""Newcastle United"";28;2255;1;10;0.65;8.59;0.03;0.34;0.37;0.37;0.55;0.41",
"205;""Ben Davies"";""Tottenham"";17;1067;1;0;2.08;0.31;0.18;0.03;0.2;0.2;0.64;0.53",
"206;""Ola Aina"";""Nottingham Forest"";22;1730;1;1;0.3;0.73;0.02;0.04;0.05;0.05;0.31;0.27",
"207;""Jamaal Lascelles"";""Newcastle United"";16;1072;1;0;1.08;0.04;0.09;0;0.09;0.09;0.3;0.29",
"208;""Andros Townsend"";""Luton"";27;1211;1;3;1.42;1.46;0.11;0.11;0.21;0.21;0.21;0.09",
"209;""Craig Dawson"";""Wolverhampton Wanderers"";25;2214;1;1;1.36;1.35;0.06;0.05;0.11;0.11;0.18;0.17",
"210;""Danny Ings"";""West Ham"";20;342;1;0;1.22;0.38;0.32;0.1;0.42;0.42;0.44;0.11",
"211;""Emerson"";""West Ham"";36;3163;1;2;1.6;1.52;0.05;0.04;0.09;0.09;0.24;0.18",
"212;""Sasa Lukic"";""Fulham"";24;1107;1;0;1.28;0.61;0.1;0.05;0.15;0.15;0.38;0.31",
"213;""Michael Keane"";""Everton"";9;432;1;0;0.93;0;0.19;0;0.19;0.19;0.17;0.17",
"214;""Johann Berg Gudmundsson"";""Burnley"";26;1175;1;3;2.05;3.14;0.16;0.24;0.4;0.4;0.48;0.23",
"215;""James Tarkowski"";""Everton"";38;3420;1;1;3.34;2.96;0.09;0.08;0.17;0.17;0.18;0.16",
